Date,Open,price_with_put,SPY
2023-01-03 00:00:00-05:00,100.0,100.0,100.0
2023-01-04 00:00:00-05:00,98.91518320210399,99.06091047968516,99.69040052630584
2023-01-05 00:00:00-05:00,98.18623415561433,98.55593509799942,99.31056779181029
2023-01-06 00:00:00-05:00,98.50323044280124,98.82797343826014,99.54211032320006
2023-01-09 00:00:00-05:00,98.80390297641075,98.93948354031544,101.5609917752782
2023-01-10 00:00:00-05:00,97.41990269371345,97.9691342341408,100.74927299953062
2023-01-11 00:00:00-05:00,98.8219295729474,98.94077344658422,102.04491016519276
2023-01-12 00:00:00-05:00,99.75176942580765,99.63186050387725,103.20005004529993
2023-01-13 00:00:00-05:00,97.83711663170686,98.33633409403114,102.4065453858486
2023-01-17 00:00:00-05:00,99.15410808068118,99.26430481676202,103.67094641434397
2023-01-18 00:00:00-05:00,99.63205023271426,99.77201175762681,103.80881133885366
2023-01-19 00:00:00-05:00,97.96351530531066,98.45168608718123,101.29824630068471
2023-01-20 00:00:00-05:00,99.05611648147472,99.33306283715078,101.49075401049745
2023-01-23 00:00:00-05:00,101.20211357764596,101.13938076342008,103.21304726795614
2023-01-24 00:00:00-05:00,101.9721556698765,101.87563242406144,103.77501778858789
2023-01-25 00:00:00-05:00,102.00074774242962,101.69730701628801,103.01272714033134
2023-01-26 00:00:00-05:00,103.9610266909142,103.28491197411186,104.8807186779707
2023-01-27 00:00:00-05:00,104.61876741748459,103.7302268185212,105.01861608779481
2023-01-30 00:00:00-05:00,104.9719284338094,104.00489578452108,104.7948594729243
2023-01-31 00:00:00-05:00,104.04521194295128,103.09599655061601,104.36038869139925
2023-02-01 00:00:00-05:00,105.08817837699,104.05199086190389,105.42184422659386
2023-02-02 00:00:00-05:00,108.13847971867357,107.05239709025832,107.93247065260753
2023-02-03 00:00:00-05:00,107.1589180865823,106.07016519479373,107.0817320150212
2023-02-06 00:00:00-05:00,107.25584152777286,106.00182407760158,106.61343026553028
2023-02-07 00:00:00-05:00,109.03647476909042,107.56730944757797,106.3740582369677
2023-02-08 00:00:00-05:00,108.90599586696092,107.56602531474222,107.48237666641558
2023-02-09 00:00:00-05:00,109.34717433025698,107.86743485851954,107.81539755342362
2023-02-10 00:00:00-05:00,106.9251085160312,105.5708392132165,105.5909677009085
2023-02-13 00:00:00-05:00,107.99407551334411,106.45007559288393,106.33506003461433
2023-02-14 00:00:00-05:00,107.63938031891125,106.11646265215583,106.99065559722747
2023-02-15 00:00:00-05:00,108.3677957197425,106.83492452415726,106.75912644524927
2023-02-16 00:00:00-05:00,107.86528943911505,106.33121917193193,106.35325345395194
2023-02-17 00:00:00-05:00,106.71426965161137,105.25492883772709,105.64300461899884
2023-02-21 00:00:00-05:00,106.45233177699727,104.90025824912061,104.8625087733205
2023-02-22 00:00:00-05:00,105.53014130292719,104.05043853212483,103.9415084501365
2023-02-23 00:00:00-05:00,108.05499307389667,106.52712505327266,104.47225504441663
2023-02-24 00:00:00-05:00,106.9432943157837,105.57114579600801,102.87485156616255
2023-02-27 00:00:00-05:00,107.67256183802671,106.18884582527319,104.03256325161402
2023-02-28 00:00:00-05:00,107.19685477555618,105.7368820027617,103.34572985495844
2023-03-01 00:00:00-05:00,106.90873956545434,105.41316889953318,102.87223665844552
2023-03-02 00:00:00-05:00,106.10516756802511,104.62255980745375,102.16198065565658
2023-03-03 00:00:00-05:00,108.67966316787125,106.9678515612435,103.99095712597416
2023-03-06 00:00:00-05:00,109.70424537775413,107.90045696758914,105.38022952996579
2023-03-07 00:00:00-05:00,110.28135409829893,108.42293639886363,105.21633743036391
