,"w_obj, D_obj",w_obj,D_obj
0,,1.6558582216670061,2.24179236637745
1,,2.4605604523954003,2.467186845381696
2,,2.467693727091428,2.467261909582276
3,,2.4677711317317788,2.467327977944638
4,,2.4677710961303814,2.467328172755788
5,,2.4677710783146876,2.467327957177293
6,,2.467771091127808,2.4673279983068097
7,,2.467771096126622,2.467327987771701
8,,2.4677710961266204,2.4673279600138187
9,,2.4677710861114144,2.467327981036931
